rotulo,turma,execucao,criterio,nota
9C-20,9C,run-4,coesao_coerencia,3
9C-20,9C,run-4,estrutura_textual,3
9C-20,9C,run-4,vocabulario,3
9C-20,9C,run-5,adequacao_ling,2
9C-20,9C,run-5,adequacao_tema,4
9C-20,9C,run-5,coesao_coerencia,3
9C-20,9C,run-5,estrutura_textual,3
9C-20,9C,run-5,vocabulario,3
9D-01,9D,run-1,adequacao_ling,4
9D-01,9D,run-1,adequacao_tema,3
9D-01,9D,run-1,coesao_coerencia,3
9D-01,9D,run-1,estrutura_textual,2
9D-01,9D,run-1,vocabulario,3
9D-01,9D,run-2,adequacao_ling,2
9D-01,9D,run-2,adequacao_tema,3
9D-01,9D,run-2,coesao_coerencia,2
9D-01,9D,run-2,estrutura_textual,1
9D-01,9D,run-2,vocabulario,2
9D-01,9D,run-3,adequacao_ling,3
9D-01,9D,run-3,adequacao_tema,2
9D-01,9D,run-3,coesao_coerencia,2
9D-01,9D,run-3,estrutura_textual,1
9D-01,9D,run-3,vocabulario,2
9D-01,9D,run-4,adequacao_ling,2
9D-01,9D,run-4,adequacao_tema,3
9D-01,9D,run-4,coesao_coerencia,2
9D-01,9D,run-4,estrutura_textual,1
9D-01,9D,run-4,vocabulario,2
9D-01,9D,run-5,adequacao_ling,3
9D-01,9D,run-5,adequacao_tema,1
9D-01,9D,run-5,coesao_coerencia,2
9D-01,9D,run-5,estrutura_textual,1
9D-01,9D,run-5,vocabulario,2
9D-02,9D,run-1,adequacao_ling,0
9D-02,9D,run-1,adequacao_tema,0
9D-02,9D,run-1,coesao_coerencia,0
9D-02,9D,run-1,estrutura_textual,0
9D-02,9D,run-1,vocabulario,0
9D-02,9D,run-2,adequacao_ling,1
9D-02,9D,run-2,adequacao_tema,0
9D-02,9D,run-2,coesao_coerencia,0
9D-02,9D,run-2,estrutura_textual,0
9D-02,9D,run-2,vocabulario,1
9D-02,9D,run-3,adequacao_ling,0
9D-02,9D,run-3,adequacao_tema,0
9D-02,9D,run-3,coesao_coerencia,0
9D-02,9D,run-3,estrutura_textual,0
9D-02,9D,run-3,vocabulario,0
9D-02,9D,run-4,adequacao_ling,0
9D-02,9D,run-4,adequacao_tema,0
9D-02,9D,run-4,coesao_coerencia,0
9D-02,9D,run-4,estrutura_textual,0
9D-02,9D,run-4,vocabulario,0
9D-02,9D,run-5,adequacao_ling,0
9D-02,9D,run-5,adequacao_tema,0
9D-02,9D,run-5,coesao_coerencia,0
9D-02,9D,run-5,estrutura_textual,0
9D-02,9D,run-5,vocabulario,0
9D-03,9D,run-1,adequacao_ling,2
9D-03,9D,run-1,adequacao_tema,4
9D-03,9D,run-1,coesao_coerencia,2
9D-03,9D,run-1,estrutura_textual,3
9D-03,9D,run-1,vocabulario,3
9D-03,9D,run-2,adequacao_ling,1
9D-03,9D,run-2,adequacao_tema,4
9D-03,9D,run-2,coesao_coerencia,2
9D-03,9D,run-2,estrutura_textual,3
9D-03,9D,run-2,vocabulario,2
9D-03,9D,run-3,adequacao_ling,1
9D-03,9D,run-3,adequacao_tema,4
9D-03,9D,run-3,coesao_coerencia,2
9D-03,9D,run-3,estrutura_textual,2
9D-03,9D,run-3,vocabulario,2
9D-03,9D,run-4,adequacao_ling,1
9D-03,9D,run-4,adequacao_tema,4
9D-03,9D,run-4,coesao_coerencia,2
9D-03,9D,run-4,estrutura_textual,3
9D-03,9D,run-4,vocabulario,2
9D-03,9D,run-5,adequacao_ling,2
9D-03,9D,run-5,adequacao_tema,5
9D-03,9D,run-5,coesao_coerencia,2
9D-03,9D,run-5,estrutura_textual,3
9D-03,9D,run-5,vocabulario,2
9D-04,9D,run-1,adequacao_ling,2
9D-04,9D,run-1,adequacao_tema,4
9D-04,9D,run-1,coesao_coerencia,2
9D-04,9D,run-1,estrutura_textual,2
9D-04,9D,run-1,vocabulario,2
9D-04,9D,run-2,adequacao_ling,2
9D-04,9D,run-2,adequacao_tema,4
9D-04,9D,run-2,coesao_coerencia,2
9D-04,9D,run-2,estrutura_textual,2
9D-04,9D,run-2,vocabulario,2
9D-04,9D,run-3,adequacao_ling,2
9D-04,9D,run-3,adequacao_tema,5
9D-04,9D,run-3,coesao_coerencia,3
9D-04,9D,run-3,estrutura_textual,3
9D-04,9D,run-3,vocabulario,3
9D-04,9D,run-4,adequacao_ling,2
9D-04,9D,run-4,adequacao_tema,4
9D-04,9D,run-4,coesao_coerencia,2
9D-04,9D,run-4,estrutura_textual,2
9D-04,9D,run-4,vocabulario,3
9D-04,9D,run-5,adequacao_ling,1
9D-04,9D,run-5,adequacao_tema,3
9D-04,9D,run-5,coesao_coerencia,2
9D-04,9D,run-5,estrutura_textual,2
9D-04,9D,run-5,vocabulario,2
9D-05,9D,run-1,adequacao_ling,1
9D-05,9D,run-1,adequacao_tema,1
9D-05,9D,run-1,coesao_coerencia,1
9D-05,9D,run-1,estrutura_textual,1
9D-05,9D,run-1,vocabulario,1
9D-05,9D,run-2,adequacao_ling,0
9D-05,9D,run-2,adequacao_tema,2
9D-05,9D,run-2,coesao_coerencia,1
9D-05,9D,run-2,estrutura_textual,1
9D-05,9D,run-2,vocabulario,1
9D-05,9D,run-3,adequacao_ling,2
9D-05,9D,run-3,adequacao_tema,3
9D-05,9D,run-3,coesao_coerencia,2
9D-05,9D,run-3,estrutura_textual,2
9D-05,9D,run-3,vocabulario,2
9D-05,9D,run-4,adequacao_ling,1
9D-05,9D,run-4,adequacao_tema,1
9D-05,9D,run-4,coesao_coerencia,1
9D-05,9D,run-4,estrutura_textual,2
9D-05,9D,run-4,vocabulario,1
9D-05,9D,run-5,adequacao_ling,1
9D-05,9D,run-5,adequacao_tema,2
9D-05,9D,run-5,coesao_coerencia,1
9D-05,9D,run-5,estrutura_textual,1
9D-05,9D,run-5,vocabulario,1
9D-06,9D,run-1,adequacao_ling,2
9D-06,9D,run-1,adequacao_tema,4
9D-06,9D,run-1,coesao_coerencia,2
9D-06,9D,run-1,estrutura_textual,2
9D-06,9D,run-1,vocabulario,2
9D-06,9D,run-2,adequacao_ling,1
9D-06,9D,run-2,adequacao_tema,3
9D-06,9D,run-2,coesao_coerencia,1
9D-06,9D,run-2,estrutura_textual,2
9D-06,9D,run-2,vocabulario,1
9D-06,9D,run-3,adequacao_ling,1
9D-06,9D,run-3,adequacao_tema,4
9D-06,9D,run-3,coesao_coerencia,1
9D-06,9D,run-3,estrutura_textual,1
9D-06,9D,run-3,vocabulario,1
9D-06,9D,run-4,adequacao_ling,2
9D-06,9D,run-4,adequacao_tema,4
9D-06,9D,run-4,coesao_coerencia,2
9D-06,9D,run-4,estrutura_textual,2
9D-06,9D,run-4,vocabulario,3
9D-06,9D,run-5,adequacao_ling,1
9D-06,9D,run-5,adequacao_tema,3
9D-06,9D,run-5,coesao_coerencia,1
9D-06,9D,run-5,estrutura_textual,2
9D-06,9D,run-5,vocabulario,2
9D-07,9D,run-1,adequacao_ling,2
9D-07,9D,run-1,adequacao_tema,5
9D-07,9D,run-1,coesao_coerencia,2
9D-07,9D,run-1,estrutura_textual,2
9D-07,9D,run-1,vocabulario,2
9D-07,9D,run-2,adequacao_ling,2
9D-07,9D,run-2,adequacao_tema,4
9D-07,9D,run-2,coesao_coerencia,2
9D-07,9D,run-2,estrutura_textual,2
9D-07,9D,run-2,vocabulario,2
9D-07,9D,run-3,adequacao_ling,2
9D-07,9D,run-3,adequacao_tema,6
9D-07,9D,run-3,coesao_coerencia,2
9D-07,9D,run-3,estrutura_textual,3
9D-07,9D,run-3,vocabulario,2
9D-07,9D,run-4,adequacao_ling,2
9D-07,9D,run-4,adequacao_tema,4
9D-07,9D,run-4,coesao_coerencia,2
9D-07,9D,run-4,estrutura_textual,2
9D-07,9D,run-4,vocabulario,2
9D-07,9D,run-5,adequacao_ling,1
9D-07,9D,run-5,adequacao_tema,5
9D-07,9D,run-5,coesao_coerencia,2
9D-07,9D,run-5,estrutura_textual,2
9D-07,9D,run-5,vocabulario,2
9D-08,9D,run-1,adequacao_ling,1
9D-08,9D,run-1,adequacao_tema,2
9D-08,9D,run-1,coesao_coerencia,1
9D-08,9D,run-1,estrutura_textual,1
9D-08,9D,run-1,vocabulario,2
9D-08,9D,run-2,adequacao_ling,1
9D-08,9D,run-2,adequacao_tema,1
9D-08,9D,run-2,coesao_coerencia,0
9D-08,9D,run-2,estrutura_textual,0
9D-08,9D,run-2,vocabulario,1
9D-08,9D,run-3,adequacao_ling,1
9D-08,9D,run-3,adequacao_tema,2
9D-08,9D,run-3,coesao_coerencia,1
9D-08,9D,run-3,estrutura_textual,1
9D-08,9D,run-3,vocabulario,2
9D-08,9D,run-4,adequacao_ling,1
9D-08,9D,run-4,adequacao_tema,2
9D-08,9D,run-4,coesao_coerencia,1
9D-08,9D,run-4,estrutura_textual,1
9D-08,9D,run-4,vocabulario,1
9D-08,9D,run-5,adequacao_ling,1
9D-08,9D,run-5,adequacao_tema,2
9D-08,9D,run-5,coesao_coerencia,1
9D-08,9D,run-5,estrutura_textual,1
9D-08,9D,run-5,vocabulario,1
9D-09,9D,run-1,adequacao_ling,1
9D-09,9D,run-1,adequacao_tema,2
9D-09,9D,run-1,coesao_coerencia,1
9D-09,9D,run-1,estrutura_textual,1
9D-09,9D,run-1,vocabulario,1
9D-09,9D,run-2,adequacao_ling,1
9D-09,9D,run-2,adequacao_tema,4
9D-09,9D,run-2,coesao_coerencia,1
9D-09,9D,run-2,estrutura_textual,2
9D-09,9D,run-2,vocabulario,2
9D-09,9D,run-3,adequacao_ling,2
9D-09,9D,run-3,adequacao_tema,4
9D-09,9D,run-3,coesao_coerencia,2
9D-09,9D,run-3,estrutura_textual,2
9D-09,9D,run-3,vocabulario,2
9D-09,9D,run-4,adequacao_ling,2
9D-09,9D,run-4,adequacao_tema,4
9D-09,9D,run-4,coesao_coerencia,2
9D-09,9D,run-4,estrutura_textual,2
9D-09,9D,run-4,vocabulario,2
9D-09,9D,run-5,adequacao_ling,1
9D-09,9D,run-5,adequacao_tema,3
9D-09,9D,run-5,coesao_coerencia,2
9D-09,9D,run-5,estrutura_textual,2
9D-09,9D,run-5,vocabulario,2
9D-10,9D,run-1,adequacao_ling,2
9D-10,9D,run-1,adequacao_tema,3
9D-10,9D,run-1,coesao_coerencia,1
9D-10,9D,run-1,estrutura_textual,1
9D-10,9D,run-1,vocabulario,3
9D-10,9D,run-2,adequacao_ling,2
9D-10,9D,run-2,adequacao_tema,2
9D-10,9D,run-2,coesao_coerencia,1
9D-10,9D,run-2,estrutura_textual,1
9D-10,9D,run-2,vocabulario,2
9D-10,9D,run-3,adequacao_ling,2
9D-10,9D,run-3,adequacao_tema,2
9D-10,9D,run-3,coesao_coerencia,2
9D-10,9D,run-3,estrutura_textual,1
9D-10,9D,run-3,vocabulario,2
9D-10,9D,run-4,adequacao_ling,3
9D-10,9D,run-4,adequacao_tema,4
9D-10,9D,run-4,coesao_coerencia,2
9D-10,9D,run-4,estrutura_textual,2
9D-10,9D,run-4,vocabulario,4
9D-10,9D,run-5,adequacao_ling,2
9D-10,9D,run-5,adequacao_tema,4
9D-10,9D,run-5,coesao_coerencia,2
9D-10,9D,run-5,estrutura_textual,2
9D-10,9D,run-5,vocabulario,3
9D-11,9D,run-1,adequacao_ling,3
9D-11,9D,run-1,adequacao_tema,4
9D-11,9D,run-1,coesao_coerencia,2
9D-11,9D,run-1,estrutura_textual,2
9D-11,9D,run-1,vocabulario,3
9D-11,9D,run-2,adequacao_ling,2
9D-11,9D,run-2,adequacao_tema,5
9D-11,9D,run-2,coesao_coerencia,2
9D-11,9D,run-2,estrutura_textual,3
9D-11,9D,run-2,vocabulario,3
9D-11,9D,run-3,adequacao_ling,2
9D-11,9D,run-3,adequacao_tema,5
9D-11,9D,run-3,coesao_coerencia,2
9D-11,9D,run-3,estrutura_textual,3
9D-11,9D,run-3,vocabulario,3
9D-11,9D,run-4,adequacao_ling,3
9D-11,9D,run-4,adequacao_tema,5
9D-11,9D,run-4,coesao_coerencia,3
9D-11,9D,run-4,estrutura_textual,3
9D-11,9D,run-4,vocabulario,4
9D-11,9D,run-5,adequacao_ling,2
9D-11,9D,run-5,adequacao_tema,5
9D-11,9D,run-5,coesao_coerencia,3
9D-11,9D,run-5,estrutura_textual,3
9D-11,9D,run-5,vocabulario,3
9D-12,9D,run-1,adequacao_ling,2
9D-12,9D,run-1,adequacao_tema,5
9D-12,9D,run-1,coesao_coerencia,3
9D-12,9D,run-1,estrutura_textual,3
9D-12,9D,run-1,vocabulario,3
9D-12,9D,run-2,adequacao_ling,1
9D-12,9D,run-2,adequacao_tema,3
9D-12,9D,run-2,coesao_coerencia,2
9D-12,9D,run-2,estrutura_textual,2
9D-12,9D,run-2,vocabulario,2
9D-12,9D,run-3,adequacao_ling,2
9D-12,9D,run-3,adequacao_tema,3
9D-12,9D,run-3,coesao_coerencia,2
9D-12,9D,run-3,estrutura_textual,2
9D-12,9D,run-3,vocabulario,2
9D-12,9D,run-4,adequacao_ling,1
9D-12,9D,run-4,adequacao_tema,4
9D-12,9D,run-4,coesao_coerencia,2
9D-12,9D,run-4,estrutura_textual,2
9D-12,9D,run-4,vocabulario,2
9D-12,9D,run-5,adequacao_ling,2
9D-12,9D,run-5,adequacao_tema,4
9D-12,9D,run-5,coesao_coerencia,2
9D-12,9D,run-5,estrutura_textual,2
9D-12,9D,run-5,vocabulario,2
9D-13,9D,run-1,adequacao_ling,1
9D-13,9D,run-1,adequacao_tema,3
9D-13,9D,run-1,coesao_coerencia,1
9D-13,9D,run-1,estrutura_textual,1
9D-13,9D,run-1,vocabulario,2
9D-13,9D,run-2,adequacao_ling,1
9D-13,9D,run-2,adequacao_tema,3
9D-13,9D,run-2,coesao_coerencia,2
9D-13,9D,run-2,estrutura_textual,2
9D-13,9D,run-2,vocabulario,2
9D-13,9D,run-3,adequacao_ling,1
9D-13,9D,run-3,adequacao_tema,2
9D-13,9D,run-3,coesao_coerencia,1
9D-13,9D,run-3,estrutura_textual,1
9D-13,9D,run-3,vocabulario,1
9D-13,9D,run-4,adequacao_ling,1
9D-13,9D,run-4,adequacao_tema,2
9D-13,9D,run-4,coesao_coerencia,1
9D-13,9D,run-4,estrutura_textual,1
9D-13,9D,run-4,vocabulario,1
9D-13,9D,run-5,adequacao_ling,1
9D-13,9D,run-5,adequacao_tema,3
9D-13,9D,run-5,coesao_coerencia,2
9D-13,9D,run-5,estrutura_textual,1
9D-13,9D,run-5,vocabulario,2
9D-14,9D,run-1,adequacao_ling,3
9D-14,9D,run-1,adequacao_tema,6
9D-14,9D,run-1,coesao_coerencia,4
9D-14,9D,run-1,estrutura_textual,4
9D-14,9D,run-1,vocabulario,4
9D-14,9D,run-2,adequacao_ling,4
9D-14,9D,run-2,adequacao_tema,8
9D-14,9D,run-2,coesao_coerencia,6
9D-14,9D,run-2,estrutura_textual,5
9D-14,9D,run-2,vocabulario,5
9D-14,9D,run-3,adequacao_ling,3
9D-14,9D,run-3,adequacao_tema,6
9D-14,9D,run-3,coesao_coerencia,4
9D-14,9D,run-3,estrutura_textual,4
9D-14,9D,run-3,vocabulario,4
9D-14,9D,run-4,adequacao_ling,3
9D-14,9D,run-4,adequacao_tema,6
9D-14,9D,run-4,coesao_coerencia,4
9D-14,9D,run-4,estrutura_textual,4
9D-14,9D,run-4,vocabulario,4
9D-14,9D,run-5,adequacao_ling,4
9D-14,9D,run-5,adequacao_tema,6
9D-14,9D,run-5,coesao_coerencia,5
9D-14,9D,run-5,estrutura_textual,4
9D-14,9D,run-5,vocabulario,4
9D-15,9D,run-1,adequacao_ling,2
9D-15,9D,run-1,adequacao_tema,5
9D-15,9D,run-1,coesao_coerencia,3
9D-15,9D,run-1,estrutura_textual,2
9D-15,9D,run-1,vocabulario,3
9D-15,9D,run-2,adequacao_ling,2
9D-15,9D,run-2,adequacao_tema,5
9D-15,9D,run-2,coesao_coerencia,4
9D-15,9D,run-2,estrutura_textual,3
9D-15,9D,run-2,vocabulario,3
9D-15,9D,run-3,adequacao_ling,2
9D-15,9D,run-3,adequacao_tema,5
9D-15,9D,run-3,coesao_coerencia,4
9D-15,9D,run-3,estrutura_textual,3
9D-15,9D,run-3,vocabulario,3
9D-15,9D,run-4,adequacao_ling,2
9D-15,9D,run-4,adequacao_tema,4
9D-15,9D,run-4,coesao_coerencia,2
9D-15,9D,run-4,estrutura_textual,2
9D-15,9D,run-4,vocabulario,2
9D-15,9D,run-5,adequacao_ling,2
9D-15,9D,run-5,adequacao_tema,5
9D-15,9D,run-5,coesao_coerencia,3
9D-15,9D,run-5,estrutura_textual,3
9D-15,9D,run-5,vocabulario,2
9D-16,9D,run-1,adequacao_ling,1
9D-16,9D,run-1,adequacao_tema,4
9D-16,9D,run-1,coesao_coerencia,2
9D-16,9D,run-1,estrutura_textual,3
9D-16,9D,run-1,vocabulario,2
9D-16,9D,run-2,adequacao_ling,2
9D-16,9D,run-2,adequacao_tema,6
9D-16,9D,run-2,coesao_coerencia,3
9D-16,9D,run-2,estrutura_textual,4
9D-16,9D,run-2,vocabulario,2
9D-16,9D,run-3,adequacao_ling,1
9D-16,9D,run-3,adequacao_tema,4
9D-16,9D,run-3,coesao_coerencia,2
9D-16,9D,run-3,estrutura_textual,3
9D-16,9D,run-3,vocabulario,2
9D-16,9D,run-4,adequacao_ling,1
9D-16,9D,run-4,adequacao_tema,6
9D-16,9D,run-4,coesao_coerencia,2
9D-16,9D,run-4,estrutura_textual,3
9D-16,9D,run-4,vocabulario,2
9D-16,9D,run-5,adequacao_ling,2
9D-16,9D,run-5,adequacao_tema,6
9D-16,9D,run-5,coesao_coerencia,3
9D-16,9D,run-5,estrutura_textual,4
9D-16,9D,run-5,vocabulario,3
9D-17,9D,run-1,adequacao_ling,1
9D-17,9D,run-1,adequacao_tema,1
9D-17,9D,run-1,coesao_coerencia,1
9D-17,9D,run-1,estrutura_textual,1
9D-17,9D,run-1,vocabulario,1
9D-17,9D,run-2,adequacao_ling,1
9D-17,9D,run-2,adequacao_tema,2
9D-17,9D,run-2,coesao_coerencia,1
9D-17,9D,run-2,estrutura_textual,1
9D-17,9D,run-2,vocabulario,2
9D-17,9D,run-3,adequacao_ling,1
9D-17,9D,run-3,adequacao_tema,1
9D-17,9D,run-3,coesao_coerencia,1
9D-17,9D,run-3,estrutura_textual,1
9D-17,9D,run-3,vocabulario,1
9D-17,9D,run-4,adequacao_ling,1
9D-17,9D,run-4,adequacao_tema,1
9D-17,9D,run-4,coesao_coerencia,0
9D-17,9D,run-4,estrutura_textual,1
9D-17,9D,run-4,vocabulario,1
9D-17,9D,run-5,adequacao_ling,1
9D-17,9D,run-5,adequacao_tema,2
9D-17,9D,run-5,coesao_coerencia,1
9D-17,9D,run-5,estrutura_textual,1
9D-17,9D,run-5,vocabulario,1
